sub_category,repo_name,URL,m_label,detect_label
automatic_updates,escapingwork/teenagerspopulation,https://github.com/escapingwork/teenagerspopulation,True,True
automatic_updates,ANISUL-ISLAM-ONI/ANISUL-ISLAM-ONI,https://github.com/ANISUL-ISLAM-ONI/ANISUL-ISLAM-ONI,True,True
automatic_updates,stelLaRGliNtv/trader_dex,https://github.com/stelLaRGliNtv/trader_dex,False,False
automatic_updates,MAxFOrcEspIre/liquidity-pool-scanner,https://github.com/MAxFOrcEspIre/liquidity-pool-scanner,False,False
automatic_updates,JNewman-cell/AutomatedResumeDevelopment,https://github.com/JNewman-cell/AutomatedResumeDevelopment,False,True
automatic_updates,Spencertyson/chargelog,https://github.com/Spencertyson/chargelog,False,False
automatic_updates,yusufrjb/gempa-realtime,https://github.com/yusufrjb/gempa-realtime,True,True
automatic_updates,q657794877/tv,https://github.com/q657794877/tv,False,False
automatic_updates,hookzof/socks5_list,https://github.com/hookzof/socks5_list,False,False
automatic_updates,justoneapi/data-api,https://github.com/justoneapi/data-api,True,True
automatic_updates,HasanH47/HasanH47,https://github.com/HasanH47/HasanH47,True,True
automatic_updates,saydulhaque64-ship-it/temp,https://github.com/saydulhaque64-ship-it/temp,True,True
automatic_updates,cf190rd22/chaotic-elarun,https://github.com/cf190rd22/chaotic-elarun,True,True
automatic_updates,atesliasiaykiri-cyber/bist-mirror,https://github.com/atesliasiaykiri-cyber/bist-mirror,True,True
automatic_updates,fbkgeno-stack/temp,https://github.com/fbkgeno-stack/temp,False,False
automatic_updates,kiruko1025/kiruko1025,https://github.com/kiruko1025/kiruko1025,True,True
automatic_updates,aisaf8873/Abc,https://github.com/aisaf8873/Abc,True,True
automatic_updates,ZethDevs/Commiter,https://github.com/ZethDevs/Commiter,True,True
automatic_updates,kamaharukung/my-card-api,https://github.com/kamaharukung/my-card-api,True,True
automatic_updates,EddHaighTests/EddHaighTests,https://github.com/EddHaighTests/EddHaighTests,True,True
automatic_updates,osmanthus0204/seoul_weather,https://github.com/osmanthus0204/seoul_weather,True,True
automatic_updates,SpaceTimee/Fusion-JetBrainsMapleMono,https://github.com/SpaceTimee/Fusion-JetBrainsMapleMono,True,True
automatic_updates,JJang0603/seoul_weather_5m,https://github.com/JJang0603/seoul_weather_5m,True,True
automatic_updates,burmese-tv/hell,https://github.com/burmese-tv/hell,True,True
automatic_updates,aktis-inc/glow-7kns,https://github.com/aktis-inc/glow-7kns,True,True
automatic_updates,sonitalyn/auto-commit-sonitalyn-60s,https://github.com/sonitalyn/auto-commit-sonitalyn-60s,True,True
automatic_updates,Poppingfresh/CoT_Repo,https://github.com/Poppingfresh/CoT_Repo,True,True
automatic_updates,sait-ama/eternal,https://github.com/sait-ama/eternal,False,False
automatic_updates,at-warp/glim-13Lx,https://github.com/at-warp/glim-13Lx,False,False
automatic_updates,jhyang1203/seoul_weather,https://github.com/jhyang1203/seoul_weather,True,True
automatic_updates,CrIMSOnShADeT/defi-arbitrage-bot-deployer,https://github.com/CrIMSOnShADeT/defi-arbitrage-bot-deployer,False,False
automatic_updates,aliikhan1323/Sentiment-Analysis-using-MLP,https://github.com/aliikhan1323/Sentiment-Analysis-using-MLP,False,False
automatic_updates,hd3a/Static-nostatic-site,https://github.com/hd3a/Static-nostatic-site,True,True
automatic_updates,viBeWAvEweBhq/bot-arbitragem-rede-evm,https://github.com/viBeWAvEweBhq/bot-arbitragem-rede-evm,False,False
automatic_updates,zona3proximidadqr2025-crypto/proximidad,https://github.com/zona3proximidadqr2025-crypto/proximidad,True,True
automatic_updates,tweediezufu/daydaygreen,https://github.com/tweediezufu/daydaygreen,True,True
automatic_updates,NeXUseCho3000/automated_trader,https://github.com/NeXUseCho3000/automated_trader,True,False
automatic_updates,ulTraCharGEMI/web3-arbitrage-platform,https://github.com/ulTraCharGEMI/web3-arbitrage-platform,True,False
automatic_updates,cOSMIcShARdCO/evm-profit-extractor,https://github.com/cOSMIcShARdCO/evm-profit-extractor,False,False
automatic_updates,katmandusounds/WTM-BLOG,https://github.com/katmandusounds/WTM-BLOG,False,False
automatic_updates,zhaofengdadezu/API,https://github.com/zhaofengdadezu/API,True,True
automatic_updates,SrcsProdDUB3CanaryUser/github-Update,https://github.com/SrcsProdDUB3CanaryUser/github-Update,False,True
automatic_updates,libo-huang/kaiming-he-arxiv-papers,https://github.com/libo-huang/kaiming-he-arxiv-papers,False,False
automatic_updates,wINdSUrGeblIT/sistema-arbitragem-contratos-inteligentes,https://github.com/wINdSUrGeblIT/sistema-arbitragem-contratos-inteligentes,False,False
automatic_updates,x2sw-tw/noalts-cloud-1,https://github.com/x2sw-tw/noalts-cloud-1,False,False
fake_stars,Max-Eee/NeoPass,https://github.com/Max-Eee/NeoPass,True,True
fake_stars,future-agi/ai-evaluation,https://github.com/future-agi/ai-evaluation,True,True
fake_stars,PREP-NexT/DOMINO-SEE,https://github.com/PREP-NexT/DOMINO-SEE,True,True
fake_stars,fetchai/innovation-lab-examples,https://github.com/fetchai/innovation-lab-examples,True,True
fake_stars,unionlabs/union,https://github.com/unionlabs/union,True,True
fake_stars,langflow-ai/langflow,https://github.com/langflow-ai/langflow,True,True
fake_stars,DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,True,True
fake_stars,4ian/GDevelop,https://github.com/4ian/GDevelop,True,True
fake_stars,daytonaio/daytona,https://github.com/daytonaio/daytona,True,True
fake_stars,mouredev/hello-java,https://github.com/mouredev/hello-java,True,True
fake_stars,DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,True,True
fake_stars,NebulaiNetwork/OpenCompute,https://github.com/NebulaiNetwork/OpenCompute,True,True
fake_stars,Flowseal/zapret-discord-youtube,https://github.com/Flowseal/zapret-discord-youtube,True,True
fake_stars,NiGuangOwO/DalamudPlugins,https://github.com/NiGuangOwO/DalamudPlugins,True,False
fake_stars,red-hat-storage/ocs-ci,https://github.com/red-hat-storage/ocs-ci,False,False
fake_stars,aristanetworks/avd,https://github.com/aristanetworks/avd,False,False
fake_stars,UNIkeEN/SJMCL,https://github.com/UNIkeEN/SJMCL,False,False
fake_stars,kimwalisch/primecount,https://github.com/kimwalisch/primecount,False,False
fake_stars,d12frosted/homebrew-emacs-plus,https://github.com/d12frosted/homebrew-emacs-plus,False,False
fake_stars,Mrhanstz/VORTEX-XMD,https://github.com/Mrhanstz/VORTEX-XMD,False,False
fake_stars,zed-industries/extensions,https://github.com/zed-industries/extensions,False,False
fake_stars,dotnet/docs,https://github.com/dotnet/docs,False,False
fake_stars,rudderlabs/rudder-server,https://github.com/rudderlabs/rudder-server,True,False
fake_stars,locutusjs/locutus,https://github.com/locutusjs/locutus,False,False
fake_stars,jianyuan/terraform-provider-sentry,https://github.com/jianyuan/terraform-provider-sentry,False,False
fake_stars,rust-lang/crates.io-index,https://github.com/rust-lang/crates.io-index,False,False
fake_stars,ngscopeclient/scopehal,https://github.com/ngscopeclient/scopehal,False,False
fake_stars,duggytuxy/Data-Shield_IPv4_Blocklist,https://github.com/duggytuxy/Data-Shield_IPv4_Blocklist,False,False
fake_stars,0xcaffebabe/note,https://github.com/0xcaffebabe/note,False,False
fake_stars,Xe/site,https://github.com/Xe/site,False,False
fake_stars,RunanywhereAI/runanywhere-sdks,https://github.com/RunanywhereAI/runanywhere-sdks,True,True
fake_stars,bear2u/my-skills,https://github.com/bear2u/my-skills,False,False
fake_stars,lingodotdev/lingo.dev,https://github.com/lingodotdev/lingo.dev,False,False
fake_stars,NatroTeam/NatroMacro,https://github.com/NatroTeam/NatroMacro,True,True
fake_stars,xiaojieonly/Ehviewer_CN_SXJ,https://github.com/xiaojieonly/Ehviewer_CN_SXJ,True,True
fake_stars,hanxi/xiaomusic,https://github.com/hanxi/xiaomusic,False,False
fake_stars,mthcht/awesome-lists,https://github.com/mthcht/awesome-lists,False,False
fake_stars,ayangweb/BongoCat,https://github.com/ayangweb/BongoCat,False,True
fake_stars,openai/openai-fm,https://github.com/openai/openai-fm,True,True
fake_stars,TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,False,False
fake_stars,Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,False,False
fake_stars,KotatsuApp/Kotatsu,https://github.com/KotatsuApp/Kotatsu,True,True
fake_stars,n8n-io/n8n,https://github.com/n8n-io/n8n,True,True
fake_stars,zai-org/Open-AutoGLM,https://github.com/zai-org/Open-AutoGLM,True,True
issue_spam,TangentFoxy/300-Words-to-Save-Your-Ship,https://github.com/TangentFoxy/300-Words-to-Save-Your-Ship,False,False
issue_spam,Gi7w0rm/MalwareConfigLists,https://github.com/Gi7w0rm/MalwareConfigLists,True,True
issue_spam,bruin-data/ingestr,https://github.com/bruin-data/ingestr,True,True
issue_spam,xingpingcn/enhanced-FaaS-in-China,https://github.com/xingpingcn/enhanced-FaaS-in-China,True,True
issue_spam,gbtami/pychess-variants,https://github.com/gbtami/pychess-variants,True,False
issue_spam,Epodonios/v2ray-configs,https://github.com/Epodonios/v2ray-configs,True,True
issue_spam,Red-Killer/shit,https://github.com/Red-Killer/shit,True,True
issue_spam,git-ecosystem/git-credential-manager,https://github.com/git-ecosystem/git-credential-manager,True,True
issue_spam,edelvalle/djhtmx,https://github.com/edelvalle/djhtmx,False,False
issue_spam,easylist/easylistchina,https://github.com/easylist/easylistchina,True,True
issue_spam,BasisVR/Basis,https://github.com/BasisVR/Basis,False,False
issue_spam,swiftlang/swift-java,https://github.com/swiftlang/swift-java,False,False
issue_spam,randombit/botan,https://github.com/randombit/botan,True,False
issue_spam,kubernetes/cloud-provider-openstack,https://github.com/kubernetes/cloud-provider-openstack,False,False
issue_spam,p0lloc/perfice,https://github.com/p0lloc/perfice,False,False
issue_spam,FactorioBlueprints/factorio-prints,https://github.com/FactorioBlueprints/factorio-prints,False,False
issue_spam,google-research/bert,https://github.com/google-research/bert,True,True
issue_spam,ddvk/remarkable-hacks,https://github.com/ddvk/remarkable-hacks,True,True
issue_spam,fivethirtyeight/data,https://github.com/fivethirtyeight/data,True,True
issue_spam,ZhiXuanWang/cf-speed-dns,https://github.com/ZhiXuanWang/cf-speed-dns,False,False
issue_spam,mrmartineau/Otter,https://github.com/mrmartineau/Otter,False,False
issue_spam,internxt/drive-web,https://github.com/internxt/drive-web,False,False
issue_spam,automazeio/vibeproxy,https://github.com/automazeio/vibeproxy,False,True
issue_spam,OpenVK/openvk,https://github.com/OpenVK/openvk,False,False
issue_spam,Priivacy-ai/spec-kitty,https://github.com/Priivacy-ai/spec-kitty,False,False
issue_spam,mlrun/mlrun,https://github.com/mlrun/mlrun,False,False
issue_spam,Patrowl/PatrowlHearsData,https://github.com/Patrowl/PatrowlHearsData,True,True
issue_spam,fawney19/Aether,https://github.com/fawney19/Aether,False,False
issue_spam,OasisLMF/OasisLMF,https://github.com/OasisLMF/OasisLMF,False,False
issue_spam,PaddlePaddle/FastDeploy,https://github.com/PaddlePaddle/FastDeploy,False,False
issue_spam,Kinto/kinto,https://github.com/Kinto/kinto,False,False
issue_spam,datarhei/restreamer,https://github.com/datarhei/restreamer,True,True
issue_spam,cartographer-project/cartographer,https://github.com/cartographer-project/cartographer,True,True
issue_spam,tom-snow/wechat-windows-versions,https://github.com/tom-snow/wechat-windows-versions,True,True
issue_spam,tetrio/issues,https://github.com/tetrio/issues,True,True
issue_spam,TheSuperHackers/GeneralsGamePatch,https://github.com/TheSuperHackers/GeneralsGamePatch,True,True
issue_spam,absoIute/Mega-Hack-v5,https://github.com/absoIute/Mega-Hack-v5,True,True
issue_spam,stackia/rtp2httpd,https://github.com/stackia/rtp2httpd,True,True
issue_spam,michaljaz/webmc,https://github.com/michaljaz/webmc,True,True
fake_stats,RedactedDevelopment/RedactedDevelopment,https://github.com/RedactedDevelopment/RedactedDevelopment,False,False
fake_stats,hesreallyhim/hesreallyhim,https://github.com/hesreallyhim/hesreallyhim,False,False
fake_stats,DenverCoder1/DenverCoder1,https://github.com/DenverCoder1/DenverCoder1,False,False
fake_stats,simjaehoon1/simjaehoon1,https://github.com/simjaehoon1/simjaehoon1,True,True
fake_stats,aldawsarir/aldawsarir,https://github.com/aldawsarir/aldawsarir,False,False
fake_stats,coldwoong-moon/coldwoong-moon,https://github.com/coldwoong-moon/coldwoong-moon,False,False
fake_stats,ndamukunda139/ndamukunda139,https://github.com/ndamukunda139/ndamukunda139,False,False
fake_stats,evereq/evereq,https://github.com/evereq/evereq,True,True
fake_stats,wenzhixin/wenzhixin,https://github.com/wenzhixin/wenzhixin,True,True
fake_stats,poppinlp/poppinlp,https://github.com/poppinlp/poppinlp,True,True
fake_stats,Melzar/Melzar,https://github.com/Melzar/Melzar,True,True
fake_stats,unsecretised/unsecretised,https://github.com/unsecretised/unsecretised,False,False
fake_stats,saweedkh/saweedkh,https://github.com/saweedkh/saweedkh,False,False
fake_stats,jeffayovi/jeffayovi,https://github.com/jeffayovi/jeffayovi,True,True
fake_stats,lezl/lezl,https://github.com/lezl/lezl,True,True
fake_stats,cla7aye15I4nd/cla7aye15I4nd,https://github.com/cla7aye15I4nd/cla7aye15I4nd,True,True
fake_stats,Pure-Peace/Pure-Peace,https://github.com/Pure-Peace/Pure-Peace,True,True
fake_stats,SYOP200/SYOP200,https://github.com/SYOP200/SYOP200,False,False
fake_stats,gregops312/gregops312,https://github.com/gregops312/gregops312,False,False
fake_stats,tasshi-me/tasshi-me,https://github.com/tasshi-me/tasshi-me,False,False
fake_stats,harshavardhana/harshavardhana,https://github.com/harshavardhana/harshavardhana,True,True
fake_stats,ShimilSAbraham/ShimilSAbraham,https://github.com/ShimilSAbraham/ShimilSAbraham,True,True
fake_stats,cnjm/cnjm,https://github.com/cnjm/cnjm,True,True
fake_stats,marticliment/marticliment,https://github.com/marticliment/marticliment,True,True
fake_stats,bklo94/bklo94,https://github.com/bklo94/bklo94,False,False
fake_stats,hiage/hiage,https://github.com/hiage/hiage,False,False
fake_stats,Zain1098/Zain1098,https://github.com/Zain1098/Zain1098,False,False
fake_stats,mohit7-7/mohit7-7,https://github.com/mohit7-7/mohit7-7,True,True
fake_stats,NanduBit/NanduBit,https://github.com/NanduBit/NanduBit,False,False
fake_stats,dwip-nandi/dwip-nandi,https://github.com/dwip-nandi/dwip-nandi,True,True
fake_stats,khyrr/khyrr,https://github.com/khyrr/khyrr,True,False
fake_stats,buraksocial/buraksocial,https://github.com/buraksocial/buraksocial,True,True
fake_stats,manaofc/manaofc,https://github.com/manaofc/manaofc,False,False
fake_stats,frosty00/frosty00,https://github.com/frosty00/frosty00,False,True
fake_stats,the0neyouseek/the0neyouseek,https://github.com/the0neyouseek/the0neyouseek,True,True
fake_stats,bob-reis/bob-reis,https://github.com/bob-reis/bob-reis,True,True
fake_stats,xypron/xypron,https://github.com/xypron/xypron,True,True
fake_stats,Xientraa/Xientraa,https://github.com/Xientraa/Xientraa,True,True
fake_stats,codestronaut/codestronaut,https://github.com/codestronaut/codestronaut,True,False
fake_stats,martinRenou/martinRenou,https://github.com/martinRenou/martinRenou,True,True
fake_stats,hegdepavankumar/hegdepavankumar,https://github.com/hegdepavankumar/hegdepavankumar,True,True
keyword_stuffing,rasbt/python-machine-learning-book,https://github.com/rasbt/python-machine-learning-book,False,False
keyword_stuffing,Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,False,False
keyword_stuffing,scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,False,False
keyword_stuffing,lazyprogrammer/machine_learning_examples,https://github.com/lazyprogrammer/machine_learning_examples,False,False
keyword_stuffing,cube2222/octosql,https://github.com/cube2222/octosql,False,True
keyword_stuffing,Tamsiree/RxTool,https://github.com/Tamsiree/RxTool,True,True
keyword_stuffing,elkowar/eww,https://github.com/elkowar/eww,True,True
keyword_stuffing,ClassIsland/ClassIsland,https://github.com/ClassIsland/ClassIsland,True,True
keyword_stuffing,pshenok/server-survival,https://github.com/pshenok/server-survival,True,True
keyword_stuffing,vllm-project/semantic-router,https://github.com/vllm-project/semantic-router,True,True
keyword_stuffing,JayantGoel001/JayantGoel001,https://github.com/JayantGoel001/JayantGoel001,True,True
keyword_stuffing,kaitai-io/kaitai_struct,https://github.com/kaitai-io/kaitai_struct,True,True
keyword_stuffing,nottelabs/notte,https://github.com/nottelabs/notte,False,False
keyword_stuffing,tirthajyoti/Machine-Learning-with-Python,https://github.com/tirthajyoti/Machine-Learning-with-Python,False,False
keyword_stuffing,instillai/machine-learning-course,https://github.com/instillai/machine-learning-course,False,False
keyword_stuffing,rasbt/python-machine-learning-book-2nd-edition,https://github.com/rasbt/python-machine-learning-book-2nd-edition,True,False
keyword_stuffing,dipanjanS/practical-machine-learning-with-python,https://github.com/dipanjanS/practical-machine-learning-with-python,True,False
keyword_stuffing,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,False,False
keyword_stuffing,rasbt/python-machine-learning-book-3rd-edition,https://github.com/rasbt/python-machine-learning-book-3rd-edition,False,False
keyword_stuffing,zotroneneis/machine_learning_basics,https://github.com/zotroneneis/machine_learning_basics,True,False
keyword_stuffing,Tanu-N-Prabhu/Python,https://github.com/Tanu-N-Prabhu/Python,False,False
keyword_stuffing,openhackathons-org/gpubootcamp,https://github.com/openhackathons-org/gpubootcamp,True,True
keyword_stuffing,devcode-it/openstamanager,https://github.com/devcode-it/openstamanager,False,True
keyword_stuffing,Olshansk/rss-feeds,https://github.com/Olshansk/rss-feeds,False,False
keyword_stuffing,open-cogsci/OpenSesame,https://github.com/open-cogsci/OpenSesame,False,False
keyword_stuffing,publicsuffix/list,https://github.com/publicsuffix/list,False,False
keyword_stuffing,mthcht/awesome-lists,https://github.com/mthcht/awesome-lists,False,False
keyword_stuffing,shortlink-org/shortlink,https://github.com/shortlink-org/shortlink,True,True
keyword_stuffing,fdciabdul/Google-Trends-Keywords-Scraper,https://github.com/fdciabdul/Google-Trends-Keywords-Scraper,False,False
keyword_stuffing,dylibso/chicory,https://github.com/dylibso/chicory,False,False
keyword_stuffing,agourlay/hprof-slurp,https://github.com/agourlay/hprof-slurp,False,False
keyword_stuffing,kubernetes/cloud-provider-openstack,https://github.com/kubernetes/cloud-provider-openstack,False,False
keyword_stuffing,heroku/webapp-runner,https://github.com/heroku/webapp-runner,False,False
keyword_stuffing,Silentely/AdBlock-Acceleration,https://github.com/Silentely/AdBlock-Acceleration,False,False
keyword_stuffing,FactorioBlueprints/factorio-prints,https://github.com/FactorioBlueprints/factorio-prints,False,False
keyword_stuffing,ZhiXuanWang/cf-speed-dns,https://github.com/ZhiXuanWang/cf-speed-dns,False,False
keyword_stuffing,edelvalle/djhtmx,https://github.com/edelvalle/djhtmx,False,False
keyword_stuffing,projectdiscovery/awesome-search-queries,https://github.com/projectdiscovery/awesome-search-queries,False,False
keyword_stuffing,Comfy-Org/comfy-cli,https://github.com/Comfy-Org/comfy-cli,False,False
keyword_stuffing,mrmartineau/Otter,https://github.com/mrmartineau/Otter,False,False
keyword_stuffing,duyet/clickhouse-monitoring,https://github.com/duyet/clickhouse-monitoring,False,False
keyword_stuffing,Surfboardv2ray/TGParse,https://github.com/Surfboardv2ray/TGParse,False,False
keyword_stuffing,PostHog/posthog-foss,https://github.com/PostHog/posthog-foss,False,False
keyword_stuffing,Supprise0901/TVBox_live,https://github.com/Supprise0901/TVBox_live,False,False
keyword_stuffing,samip5/k8s-cluster,https://github.com/samip5/k8s-cluster,False,False
keyword_stuffing,Stuyk/altv-athena,https://github.com/Stuyk/altv-athena,True,True
keyword_stuffing,gbtami/pychess-variants,https://github.com/gbtami/pychess-variants,True,True
keyword_stuffing,Epodonios/v2ray-configs,https://github.com/Epodonios/v2ray-configs,True,True
keyword_stuffing,miladtahanian/V2RayCFGDumper,https://github.com/miladtahanian/V2RayCFGDumper,False,False
keyword_stuffing,DevExpress/DevExtreme,https://github.com/DevExpress/DevExtreme,True,True
keyword_stuffing,jarrodwatts/claude-hud,https://github.com/jarrodwatts/claude-hud,False,False
keyword_stuffing,AlexeyBoiko/DgrmJS,https://github.com/AlexeyBoiko/DgrmJS,True,True
keyword_stuffing,alice0775/userChrome.js,https://github.com/alice0775/userChrome.js,False,False
keyword_stuffing,tach-org/tach,https://github.com/tach-org/tach,True,True
keyword_stuffing,d2phap/ImageGlass,https://github.com/d2phap/ImageGlass,True,True
keyword_stuffing,pieeg-club/EEGwithRaspberryPI,https://github.com/pieeg-club/EEGwithRaspberryPI,True,True
keyword_stuffing,talkincode/toughradius,https://github.com/talkincode/toughradius,True,True
keyword_stuffing,arafkarsh/ms-springboot-vanilla,https://github.com/arafkarsh/ms-springboot-vanilla,True,True
keyword_stuffing,Eventual-Inc/Daft,https://github.com/Eventual-Inc/Daft,True,True
keyword_stuffing,bedrockio/bedrock-core,https://github.com/bedrockio/bedrock-core,False,False
keyword_stuffing,validator/validator,https://github.com/validator/validator,True,True
keyword_stuffing,jacoco/jacoco,https://github.com/jacoco/jacoco,True,True
keyword_stuffing,dhis2/dhis2-core,https://github.com/dhis2/dhis2-core,False,False
keyword_stuffing,reactor/reactor-netty,https://github.com/reactor/reactor-netty,True,True
keyword_stuffing,spring-projects/spring-ws,https://github.com/spring-projects/spring-ws,False,False
keyword_stuffing,the-moisrex/webpp,https://github.com/the-moisrex/webpp,False,False
keyword_stuffing,lbr38/repomanager,https://github.com/lbr38/repomanager,True,True
keyword_stuffing,jalmasi/vrspace,https://github.com/jalmasi/vrspace,False,False
keyword_stuffing,geneweb/geneweb,https://github.com/geneweb/geneweb,False,False
keyword_stuffing,OneKeyHQ/app-monorepo,https://github.com/OneKeyHQ/app-monorepo,True,True
keyword_stuffing,Lightning-AI/LitServe,https://github.com/Lightning-AI/LitServe,True,True
keyword_stuffing,uttambodara/TryHackMeRoadmap,https://github.com/uttambodara/TryHackMeRoadmap,True,True
keyword_stuffing,zhao-kun/VibeVoiceFusion,https://github.com/zhao-kun/VibeVoiceFusion,False,False
keyword_stuffing,TencentCloudBase/CloudBase-MCP,https://github.com/TencentCloudBase/CloudBase-MCP,False,False
keyword_stuffing,rudderlabs/rudder-sdk-js,https://github.com/rudderlabs/rudder-sdk-js,True,True
keyword_stuffing,keymanapp/keyman,https://github.com/keymanapp/keyman,False,False
keyword_stuffing,modal-labs/modal-examples,https://github.com/modal-labs/modal-examples,False,False
keyword_stuffing,denosaurs/bench,https://github.com/denosaurs/bench,False,False
keyword_stuffing,vercel-labs/dev3000,https://github.com/vercel-labs/dev3000,False,False
keyword_stuffing,frappe/crm,https://github.com/frappe/crm,False,False
keyword_stuffing,salvo-rs/salvo,https://github.com/salvo-rs/salvo,False,False
keyword_stuffing,ring-lang/ring,https://github.com/ring-lang/ring,False,False
keyword_stuffing,sentriz/wrtag,https://github.com/sentriz/wrtag,False,False
keyword_stuffing,abusoww/tuxmate,https://github.com/abusoww/tuxmate,False,False
keyword_stuffing,swhitty/FlyingFox,https://github.com/swhitty/FlyingFox,True,False
keyword_stuffing,OtterBrowser/otter-browser,https://github.com/OtterBrowser/otter-browser,True,True
keyword_stuffing,helixml/helix,https://github.com/helixml/helix,True,True
keyword_stuffing,GirkovArpa/clipper-lite,https://github.com/GirkovArpa/clipper-lite,True,True
keyword_stuffing,0xJacky/nginx-ui,https://github.com/0xJacky/nginx-ui,True,True
keyword_stuffing,furkandeveloper/EasyProfiler,https://github.com/furkandeveloper/EasyProfiler,True,True
keyword_stuffing,statelyai/xstate,https://github.com/statelyai/xstate,True,True
keyword_stuffing,friendlyanon/cmake-init,https://github.com/friendlyanon/cmake-init,True,True
keyword_stuffing,UnderNightInBirth/FLS-Flora,https://github.com/UnderNightInBirth/FLS-Flora,True,True
keyword_stuffing,dharmx/walls,https://github.com/dharmx/walls,True,True
keyword_stuffing,GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,True,True
keyword_stuffing,sepandhaghighi/art,https://github.com/sepandhaghighi/art,True,True
keyword_stuffing,melmothx/amusewiki,https://github.com/melmothx/amusewiki,True,True
keyword_stuffing,LinwoodDev/Flow,https://github.com/LinwoodDev/Flow,False,False
keyword_stuffing,0xcaffebabe/note,https://github.com/0xcaffebabe/note,True,True
keyword_stuffing,Xe/site,https://github.com/Xe/site,True,True
keyword_stuffing,dymmond/ravyn,https://github.com/dymmond/ravyn,True,True
keyword_stuffing,sockmaster27/svader,https://github.com/sockmaster27/svader,True,True
keyword_stuffing,pretix/pretix,https://github.com/pretix/pretix,False,False
keyword_stuffing,givanz/VvvebJs,https://github.com/givanz/VvvebJs,True,True
keyword_stuffing,flawiddsouza/Restfox,https://github.com/flawiddsouza/Restfox,True,True
keyword_stuffing,vanhauser-thc/thc-hydra,https://github.com/vanhauser-thc/thc-hydra,True,True
keyword_stuffing,netgoat-xyz/netgoat,https://github.com/netgoat-xyz/netgoat,True,True
reputation_farming,slsa-framework/slsa-verifier,https://github.com/slsa-framework/slsa-verifier,True,True
reputation_farming,LandSandBoat/server,https://github.com/LandSandBoat/server,True,False
reputation_farming,goravel/docs,https://github.com/goravel/docs,True,True
reputation_farming,playcanvas/supersplat,https://github.com/playcanvas/supersplat,True,True
reputation_farming,rxi/microui,https://github.com/rxi/microui,True,True
reputation_farming,OSGeo/grass,https://github.com/OSGeo/grass,True,True
