sub_category,repo/account_name,URL,m_label
issue_spam,Open4Es/Open4Es-Shader-Android,https://github.com/Open4Es/Open4Es-Shader-Android,True
issue_spam,tpphu/golang-training,https://github.com/tpphu/golang-training,True
issue_spam,ruotianluo/self-critical.pytorch,https://github.com/ruotianluo/self-critical.pytorch,True
issue_spam,AustinGil/carbon-grid,https://github.com/AustinGil/carbon-grid,True
issue_spam,Bloggify/Bloggify,https://github.com/Bloggify/Bloggify,True
issue_spam,MergusDesign/mergus-icons,https://github.com/MergusDesign/mergus-icons,True
issue_spam,fengyuanchen/distpicker,https://github.com/fengyuanchen/distpicker,True
issue_spam,daenuprobst/covid19-cases-switzerland,https://github.com/daenuprobst/covid19-cases-switzerland,True
issue_spam,yonggekkk/warp-yg,https://github.com/yonggekkk/warp-yg,True
issue_spam,hackclub/hackclub,https://github.com/hackclub/hackclub,True
issue_spam,YanG-1989/m3u,https://github.com/YanG-1989/m3u,True
issue_spam,ankit0183/Wifi-Hacking,https://github.com/ankit0183/Wifi-Hacking,True
issue_spam,Hypertopic/Tire-a-part,https://github.com/Hypertopic/Tire-a-part,True
issue_spam,loki79uk/FS25_UniversalAutoload,https://github.com/loki79uk/FS25_UniversalAutoload,True
issue_spam,crow1874/CF-DNS-Clone,https://github.com/crow1874/CF-DNS-Clone,False
issue_spam,neondatabase/website,https://github.com/neondatabase/website,False
issue_spam,kiddin9/kwrt-packages,https://github.com/kiddin9/kwrt-packages,False
issue_spam,DevExpress/DevExtreme,https://github.com/DevExpress/DevExtreme,False
issue_spam,enzonotario/esjs-dolar-api,https://github.com/enzonotario/esjs-dolar-api,False
issue_spam,OdyseeTeam/odysee-frontend,https://github.com/OdyseeTeam/odysee-frontend,False
issue_spam,buddhist-uni/buddhist-uni.github.io,https://github.com/buddhist-uni/buddhist-uni.github.io,False
issue_spam,swyxio/gh-action-data-scraping,https://github.com/swyxio/gh-action-data-scraping,False
issue_spam,WeiGiegie/666,https://github.com/WeiGiegie/666,False
issue_spam,abrclano/Meandering.Path,https://github.com/abrclano/Meandering.Path,False
issue_spam,vaadin/web-components,https://github.com/vaadin/web-components,False
issue_spam,zer0tonin/Mikochi,https://github.com/zer0tonin/Mikochi,False
issue_spam,adminouyang/231006,https://github.com/adminouyang/231006,False
issue_spam,genome-spy/genome-spy,https://github.com/genome-spy/genome-spy,False
issue_spam,diandian157/decadeUI,https://github.com/diandian157/decadeUI,False
issue_spam,sipeed/sipeed_wiki,https://github.com/sipeed/sipeed_wiki,False
issue_spam,1024pix/pix,https://github.com/1024pix/pix,False
issue_spam,ServiceStack/llms,https://github.com/ServiceStack/llms,False
issue_spam,nzbin/photoviewer,https://github.com/nzbin/photoviewer,False
issue_spam,6dylan6/jdpro,https://github.com/6dylan6/jdpro,False
issue_spam,babalae/bettergi-scripts-list,https://github.com/babalae/bettergi-scripts-list,False
issue_spam,exelearning/exelearning,https://github.com/exelearning/exelearning,False
issue_spam,DefiLlama/DefiLlama-Adapters,https://github.com/DefiLlama/DefiLlama-Adapters,False
issue_spam,mainIine/foe-helfer-extension,https://github.com/mainIine/foe-helfer-extension,False
issue_spam,microlinkhq/www,https://github.com/microlinkhq/www,False
issue_spam,digitalmethodsinitiative/zeeschuimer,https://github.com/digitalmethodsinitiative/zeeschuimer,False
issue_spam,heshengtao/super-agent-party,https://github.com/heshengtao/super-agent-party,False
issue_spam,UI5/openui5,https://github.com/UI5/openui5,False
fake_stats,RedactedDevelopment,https://github.com/RedactedDevelopment,True
fake_stats,hesreallyhim,https://github.com/hesreallyhim,False
fake_stats,DenverCoder1,https://github.com/DenverCoder1,False
fake_stats,simjaehoon1,https://github.com/simjaehoon1,True
fake_stats,aldawsarir,https://github.com/aldawsarir,True
fake_stats,coldwoong-moon,https://github.com/coldwoong-moon,True
fake_stats,ndamukunda139,https://github.com/ndamukunda139,True
fake_stats,saweedkh,https://github.com/saweedkh,True
fake_stats,jeffayovi,https://github.com/jeffayovi,True
fake_stats,lezl,https://github.com/lezl,True
fake_stats,0xshimon,https://github.com/0xshimon,True
fake_stats,Alexander-T-Moss,https://github.com/Alexander-T-Moss,False
fake_stats,Jdrty,https://github.com/Jdrty,False
fake_stats,juan3178316,https://github.com/juan3178316,False
fake_stats,nytsdayo,https://github.com/nytsdayo,False
fake_stats,kenjinote,https://github.com/kenjinote,False
fake_stats,cat1000101,https://github.com/cat1000101,False
fake_stats,syarief02,https://github.com/syarief02,False
fake_stats,sunain-s,https://github.com/sunain-s,False
fake_stats,Omega-Henry,https://github.com/Omega-Henry,False
fake_stats,shalauddinahmedshipon,https://github.com/shalauddinahmedshipon,False
fake_stats,tomast1337,https://github.com/tomast1337,False
fake_stats,umut-spec,https://github.com/umut-spec,True
fake_stats,SYOP200,https://github.com/SYOP200,False
fake_stats,gregops312,https://github.com/gregops312,True
fake_stats,tasshi-me,https://github.com/tasshi-me,True
fake_stats,mike-urssu,https://github.com/mike-urssu,True
fake_stats,bklo94,https://github.com/bklo94,True
fake_stats,hiage,https://github.com/hiage,True
fake_stats,MBagrat,https://github.com/MBagrat,True
fake_stats,DawnteaStudio,https://github.com/DawnteaStudio,True
fake_stats,Zain1098,https://github.com/Zain1098,True
fake_stats,mohit7-7,https://github.com/mohit7-7,True
fake_stats,NanduBit,https://github.com/NanduBit,True
fake_stats,dwip-nandi,https://github.com/dwip-nandi,True
fake_stats,khyrr,https://github.com/khyrr,True
fake_stats,buraksocial,https://github.com/buraksocial,True
fake_stats,manaofc,https://github.com/manaofc,True
fake_stats,Everybodyleft,https://github.com/Everybodyleft,False
fake_stats,Skylersawyer,https://github.com/Skylersawyer,False
fake_stats,faizalichsan1337,https://github.com/faizalichsan1337,False
fake_stats,answebdev,https://github.com/answebdev,False
fake_stats,MrDick-11,https://github.com/MrDick-11,False
fake_stats,AKSHITSUMAN,https://github.com/AKSHITSUMAN,False
keyword_stuffing,SHANMUGAM070106/cursor-free-vip,https://github.com/SHANMUGAM070106/cursor-free-vip,True
keyword_stuffing,greyhatguy007/Machine-Learning-Specialization-Coursera,https://github.com/greyhatguy007/Machine-Learning-Specialization-Coursera,True
keyword_stuffing,dformoso/machine-learning-mindmap,https://github.com/dformoso/machine-learning-mindmap,True
keyword_stuffing,lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,True
keyword_stuffing,bernaferrari/SDKMonitor,https://github.com/bernaferrari/SDKMonitor,True
keyword_stuffing,Blockception/VSCode-Bedrock-Development-Extension,https://github.com/Blockception/VSCode-Bedrock-Development-Extension,True
keyword_stuffing,litecanvas/game-engine,https://github.com/litecanvas/game-engine,True
keyword_stuffing,MorvanZhou/PyTorch-Tutorial,https://github.com/MorvanZhou/PyTorch-Tutorial,True
keyword_stuffing,EliotVU/Unreal-Library,https://github.com/EliotVU/Unreal-Library,True
keyword_stuffing,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,True
keyword_stuffing,wazuh/wazuh-docker,https://github.com/wazuh/wazuh-docker,True
keyword_stuffing,milosilo/try-harder,https://github.com/milosilo/try-harder,True
keyword_stuffing,odedshimon/BruteShark,https://github.com/odedshimon/BruteShark,True
keyword_stuffing,elibroftw/modern-desktop-app-template,https://github.com/elibroftw/modern-desktop-app-template,True
keyword_stuffing,akaunting/akaunting,https://github.com/akaunting/akaunting,True
keyword_stuffing,classroomio/classroomio,https://github.com/classroomio/classroomio,True
keyword_stuffing,chris-gong/flopnite-ue4,https://github.com/chris-gong/flopnite-ue4,True
keyword_stuffing,mathesar-foundation/mathesar,https://github.com/mathesar-foundation/mathesar,True
keyword_stuffing,RipMeApp/ripme,https://github.com/RipMeApp/ripme,True
keyword_stuffing,jeddict/jeddict-modeler,https://github.com/jeddict/jeddict-modeler,True
keyword_stuffing,mayswind/ezbookkeeping,https://github.com/mayswind/ezbookkeeping,True
keyword_stuffing,apache/hertzbeat,https://github.com/apache/hertzbeat,True
keyword_stuffing,Voxelum/x-minecraft-launcher,https://github.com/Voxelum/x-minecraft-launcher,True
keyword_stuffing,ivy-llc/ivy,https://github.com/ivy-llc/ivy,False
keyword_stuffing,rhiever/Data-Analysis-and-Machine-Learning-Projects,https://github.com/rhiever/Data-Analysis-and-Machine-Learning-Projects,False
keyword_stuffing,ujjwalkarn/DataSciencePython,https://github.com/ujjwalkarn/DataSciencePython,False
keyword_stuffing,ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,False
keyword_stuffing,wzy6642/Machine-Learning-in-Action-Python3,https://github.com/wzy6642/Machine-Learning-in-Action-Python3,False
keyword_stuffing,luwill/Machine_Learning_Code_Implementation,https://github.com/luwill/Machine_Learning_Code_Implementation,False
keyword_stuffing,neonwatty/machine-learning-refined,https://github.com/neonwatty/machine-learning-refined,False
keyword_stuffing,ofekasor/3Ds,https://github.com/ofekasor/3Ds,False
keyword_stuffing,iamaaranda/Avast-Cracked-Software-Free-Download,https://github.com/iamaaranda/Avast-Cracked-Software-Free-Download,False
keyword_stuffing,ayrat555/frankenstein,https://github.com/ayrat555/frankenstein,False
keyword_stuffing,adoptium/jdk,https://github.com/adoptium/jdk,False
keyword_stuffing,yegor256/jare,https://github.com/yegor256/jare,False
keyword_stuffing,KouShenhai/KCloud-Platform-IoT,https://github.com/KouShenhai/KCloud-Platform-IoT,False
keyword_stuffing,oracle/opengrok,https://github.com/oracle/opengrok,False
keyword_stuffing,yegor256/cactoos,https://github.com/yegor256/cactoos,False
keyword_stuffing,jQAssistant/jqassistant,https://github.com/jQAssistant/jqassistant,False
keyword_stuffing,openjdk/mobile,https://github.com/openjdk/mobile,False
keyword_stuffing,openjdk/leyden,https://github.com/openjdk/leyden,False
keyword_stuffing,tsantalis/RefactoringMiner,https://github.com/tsantalis/RefactoringMiner,False
keyword_stuffing,openjdk/wakefield,https://github.com/openjdk/wakefield,False
keyword_stuffing,airlift/airlift,https://github.com/airlift/airlift,False
keyword_stuffing,Card-Forge/forge,https://github.com/Card-Forge/forge,False
keyword_stuffing,OpenLineage/OpenLineage,https://github.com/OpenLineage/OpenLineage,False
reputation_farming,HannesWell,https://github.com/HannesWell,True
reputation_farming,iloveeclipse,https://github.com/iloveeclipse,True
reputation_farming,johnbanq,https://github.com/johnbanq,True
reputation_farming,willeastcott,https://github.com/willeastcott,True
reputation_farming,HeikoKlare,https://github.com/HeikoKlare,True
reputation_farming,devhaozi,https://github.com/devhaozi,True
reputation_farming,hwbrzzl,https://github.com/hwbrzzl,True
reputation_farming,zanglikun,https://github.com/zanglikun,False
reputation_farming,zach2good,https://github.com/zach2good,False
reputation_farming,NoSubstitute,https://github.com/NoSubstitute,False
reputation_farming,copytiao,https://github.com/copytiao,True
reputation_farming,nehtech9,https://github.com/nehtech9,True
reputation_farming,neteler,https://github.com/neteler,False
reputation_farming,metzm,https://github.com/metzm,True
reputation_farming,NikosAlexandris,https://github.com/NikosAlexandris,False
reputation_farming,Ishwar786Ambare,https://github.com/Ishwar786Ambare,False
reputation_farming,Tsprnay,https://github.com/Tsprnay,True
reputation_farming,sctech-tr,https://github.com/sctech-tr,False
reputation_farming,talhaabidj,https://github.com/talhaabidj,False
reputation_farming,manishGurjar97,https://github.com/manishGurjar97,False
reputation_farming,Anandadevnath,https://github.com/Anandadevnath,False
reputation_farming,harshrajmishra111,https://github.com/harshrajmishra111,False
reputation_farming,Saikat257-ui,https://github.com/Saikat257-ui,False
reputation_farming,1e12Leon,https://github.com/1e12Leon,False
reputation_farming,ManeshEdirisinghe,https://github.com/ManeshEdirisinghe,False
reputation_farming,Abdalkaderdev,https://github.com/Abdalkaderdev,False
reputation_farming,Aman-0402,https://github.com/Aman-0402,False
reputation_farming,buenhyden,https://github.com/buenhyden,False
reputation_farming,mauricegift,https://github.com/mauricegift,False
reputation_farming,Namithlj,https://github.com/Namithlj,False
reputation_farming,elsazac,https://github.com/elsazac,True
reputation_farming,Wittmaxi,https://github.com/Wittmaxi,True
reputation_farming,echoix,https://github.com/echoix,True
reputation_farming,nilason,https://github.com/nilason,True
reputation_farming,HuidaeCho,https://github.com/HuidaeCho,True
reputation_farming,hellik,https://github.com/hellik,True
reputation_farming,petrasovaa,https://github.com/petrasovaa,True
reputation_farming,wenzeslaus,https://github.com/wenzeslaus,True
reputation_farming,sjn,https://github.com/sjn,False
spoofed_contributor,rl4cas/rl4cas.github.io,https://github.com/rl4cas/rl4cas.github.io,True
spoofed_contributor,realworldjava/Ch03-Collaboration,https://github.com/realworldjava/Ch03-Collaboration,True
spoofed_contributor,davidfowl/Build2024AspireDemo,https://github.com/davidfowl/Build2024AspireDemo,True
spoofed_contributor,domesticmouse/forge2d_workshop_presentation,https://github.com/domesticmouse/forge2d_workshop_presentation,True
spoofed_contributor,NicolasT/troupe,https://github.com/NicolasT/troupe,True
spoofed_contributor,bloomberg/pytest-pystack,https://github.com/bloomberg/pytest-pystack,True
spoofed_contributor,MarkTechson/incremental-hydration-demo,https://github.com/MarkTechson/incremental-hydration-demo,True
spoofed_contributor,nanocurrency/nano-docs,https://github.com/nanocurrency/nano-docs,True
spoofed_contributor,ariya/awesome-bosque,https://github.com/ariya/awesome-bosque,True
spoofed_contributor,VolhaBakanouskaya/awesome-oss-alternatives-public,https://github.com/VolhaBakanouskaya/awesome-oss-alternatives-public,True
spoofed_contributor,ArnaudBarre/eslint-plugin-react-refresh,https://github.com/ArnaudBarre/eslint-plugin-react-refresh,True
spoofed_contributor,symfony/webpack-encore-bundle,https://github.com/symfony/webpack-encore-bundle,True
spoofed_contributor,ad-si/nix-companies,https://github.com/ad-si/nix-companies,True
spoofed_contributor,rohit-gohri/redocusaurus,https://github.com/rohit-gohri/redocusaurus,True
spoofed_contributor,linkerd/linkerd2-proxy-init,https://github.com/linkerd/linkerd2-proxy-init,True
spoofed_contributor,shorebirdtech/install,https://github.com/shorebirdtech/install,True
spoofed_contributor,XGHeaven/homebox,https://github.com/XGHeaven/homebox,True
spoofed_contributor,Coffei/webshare-stremio-addon,https://github.com/Coffei/webshare-stremio-addon,True
spoofed_contributor,Gatts1/fakeflix-base,https://github.com/Gatts1/fakeflix-base,True
spoofed_contributor,encoredev/examples,https://github.com/encoredev/examples,True
spoofed_contributor,php/pecl-database-pdo_oci,https://github.com/php/pecl-database-pdo_oci,False
spoofed_contributor,martenlienen/xresources-theme,https://github.com/martenlienen/xresources-theme,False
spoofed_contributor,opencv/opencv,https://github.com/opencv/opencv,False
spoofed_contributor,palantir/palantir-java-format,https://github.com/palantir/palantir-java-format,False
spoofed_contributor,zkoss/zk,https://github.com/zkoss/zk,False
spoofed_contributor,MohistMC/Youer,https://github.com/MohistMC/Youer,False
spoofed_contributor,julman99/gson-fire,https://github.com/julman99/gson-fire,False
spoofed_contributor,jar-analyzer/jar-analyzer,https://github.com/jar-analyzer/jar-analyzer,False
spoofed_contributor,JetBrains/intellij-plugins,https://github.com/JetBrains/intellij-plugins,False
spoofed_contributor,casbin/jcasbin,https://github.com/casbin/jcasbin,False
spoofed_contributor,liweiyi/ChestnutCMS,https://github.com/liweiyi/ChestnutCMS,False
spoofed_contributor,digital-preservation/droid,https://github.com/digital-preservation/droid,False
spoofed_contributor,openrewrite/rewrite-spring,https://github.com/openrewrite/rewrite-spring,False
spoofed_contributor,blueseerERP/blueseer,https://github.com/blueseerERP/blueseer,False
spoofed_contributor,hyperledger/besu,https://github.com/hyperledger/besu,False
spoofed_contributor,Convex-Dev/convex,https://github.com/Convex-Dev/convex,False
spoofed_contributor,spring-projects/spring-ws,https://github.com/spring-projects/spring-ws,False
spoofed_contributor,MehVahdJukaar/Supplementaries,https://github.com/MehVahdJukaar/Supplementaries,False
spoofed_contributor,palantir/conjure,https://github.com/palantir/conjure,False
spoofed_contributor,ppy/osu-web,https://github.com/ppy/osu-web,False
spoofed_contributor,alibaba/page-agent,https://github.com/alibaba/page-agent,False
spoofed_contributor,trezor/trezor-suite,https://github.com/trezor/trezor-suite,False
typo_squatting,DGjiuhao/qmk_toolbox,https://github.com/DGjiuhao/qmk_toolbox,True
typo_squatting,soot-bit/ml-interviews-book,https://github.com/soot-bit/ml-interviews-book,True
typo_squatting,chrisjoshi/The-Ultimate-C-Programming-Course,https://github.com/chrisjoshi/The-Ultimate-C-Programming-Course,True
typo_squatting,infin888/Mastering-GitHub-Copilot-for-Paired-Programming,https://github.com/infin888/Mastering-GitHub-Copilot-for-Paired-Programming,True
typo_squatting,hkder/rust-raspberrypi-OS-tutorials,https://github.com/hkder/rust-raspberrypi-OS-tutorials,True
typo_squatting,michele-rota/marketingskills,https://github.com/michele-rota/marketingskills,True
typo_squatting,sandysanthosh/coding-interview-university,https://github.com/sandysanthosh/coding-interview-university,True
typo_squatting,UVA-CS3240-S18/meme,https://github.com/UVA-CS3240-S18/meme,True
typo_squatting,bosser762/flutter-complete-guide-course-resources,https://github.com/bosser762/flutter-complete-guide-course-resources,True
typo_squatting,moli1369/cmseek,https://github.com/moli1369/cmseek,True
typo_squatting,bedrockio/bedrock-core,https://github.com/bedrockio/bedrock-core,False
typo_squatting,itxve/fetch-clash-node,https://github.com/itxve/fetch-clash-node,False
typo_squatting,LDO-CERT/orochi,https://github.com/LDO-CERT/orochi,False
typo_squatting,Dev-bmbtech/BMB-TECH,https://github.com/Dev-bmbtech/BMB-TECH,False
typo_squatting,accordproject/concerto,https://github.com/accordproject/concerto,False
typo_squatting,dbt-labs/docs.getdbt.com,https://github.com/dbt-labs/docs.getdbt.com,False
typo_squatting,jsonresume/jsonresume.org,https://github.com/jsonresume/jsonresume.org,False
typo_squatting,MLILA17/DML-MD,https://github.com/MLILA17/DML-MD,False
typo_squatting,binarynonsense/comic-book-reader,https://github.com/binarynonsense/comic-book-reader,False
typo_squatting,OAI/Arazzo-Specification,https://github.com/OAI/Arazzo-Specification,False
